country;designation;points;price;province;region_1;region_2;variety;winery;last_year_points
Portugal;Monte Cascas Colheita Branco;86;16.0;Douro;;;Portuguese White;Casca Wines;97
Italy;;86;15.0;Veneto;Valpolicella Classico;;Corvina, Rondinella, Molinara;Allegrini;80
Italy;;86;15.0;Veneto;Valpolicella;;Corvina, Rondinella, Molinara;Allegrini;96
Italy;;86;;Veneto;Valpolicella Classico Superiore Ripasso;;Corvina, Rondinella, Molinara;Manzini;100
Italy;;86;32.0;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Marchesi Fumanelli;85
US;Santa Barbara Highlands Vineyard;86;35.0;California;Santa Barbara County;Central Coast;Bordeaux-style Red Blend;Nadia;92
Italy;Vigneto Sant'Urbano;86;32.0;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Speri;91
Portugal;Evel;86;13.0;Douro;;;Portuguese Red;Real Companhia Velha;97
US;;86;17.0;North Carolina;Swan Creek;;Montepulciano;Raffaldini;98
Spain;;86;8.0;Levante;Jumilla;;Monastrell;Wrongo Dongo;98
Portugal;Conde de Vimioso Colheita Seleccionada;86;9.0;Tejo;;;Fernão Pires;Falua;96
Italy;Ca' Fiui;86;;Veneto;Valpolicella;;Corvina, Rondinella, Molinara;Corte Sant' Alda;98
Italy;;86;;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Dall'Abaco Fedrigoni;94
Italy;Torre d'Orti;86;;Veneto;Valpolicella Superiore;;Corvina, Rondinella, Molinara;Cavalchina;85
France;Barrel Sample;88;;Bordeaux;Médoc;;Bordeaux-style Red Blend;Goulée;90
France;Barrel Sample;88;100.0;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Bellefont-Belcier;83
France;Barrel Sample;88;;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Laforge;87
France;Barrel Sample;88;;Bordeaux;Moulis-en-Médoc;;Bordeaux-style Red Blend;Château Dutruch Grand Poujeaux;93
France;Barrel Sample;88;;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Grand Mayne;81
France;Barrel Sample;87;;Bordeaux;Pomerol;;Bordeaux-style Red Blend;Château Plince;94
France;Barrel Sample;87;;Bordeaux;Margaux;;Bordeaux-style Red Blend;Château Pontac-Lynch;81
France;Barrel Sample;87;;Bordeaux;Margaux;;Bordeaux-style Red Blend;Château Haut Breton Larigaudière;82
France;Barrel Sample;87;;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Simard;90
France;Barrel Sample;87;;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Bergat;100
France;Barrel Sample;87;;Bordeaux;Médoc;;Bordeaux-style Red Blend;Château les Ormes Sorbet;82
France;Barrel Sample;87;;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Tour de Pin Figeac;86
France;Barrel Sample;87;;Bordeaux;Fronsac;;Bordeaux-style Red Blend;Château la Dauphine;83
France;Barrel Sample;87;;Bordeaux;Listrac-Médoc;;Bordeaux-style Red Blend;Château Fourcas Dupré;85
France;Barrel Sample;87;;Bordeaux;Pessac-Léognan;;Bordeaux-style Red Blend;Château Picque Caillou;83
France;Barrel Sample;87;;Bordeaux;Listrac-Médoc;;Bordeaux-style Red Blend;Château Fonréaud;86
France;Barrel Sample;87;;Bordeaux;Bordeaux;;Bordeaux-style Red Blend;Pezat;89
France;Barrel Sample;86;;Bordeaux;Médoc;;Bordeaux-style Red Blend;Château Greysac;82
France;Château Cheval Noir Barrel Sample;86;;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Mähler-Besse;84
France;Barrel Sample;86;;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Coutet;86
France;Barrel Sample;86;;Bordeaux;Margaux;;Bordeaux-style Red Blend;Château Paveil de Luze;98
US;Klopp Ranch;98;57.0;California;Russian River Valley;Sonoma;Pinot Noir;Merry Edwards;87
Italy;Cerretalto;98;215.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Casanova di Neri;86
Italy;Madonna del Piano Riserva;98;275.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Valdicava;88
Italy;Tenuta Nuova;97;79.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Casanova di Neri;93
Italy;;97;93.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Luce della Vite;96
Italy;Solaia;97;325.0;Tuscany;Toscana;;Red Blend;Marchesi Antinori;93
Italy;;97;55.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Capanna;94
Italy;Riserva Vigna Paganelli;96;95.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Il Poggione;88
US;;86;11.0;Washington;Columbia Valley (WA);Columbia Valley;Chardonnay;Hogue;96
US;;86;28.0;California;Santa Barbara County;Central Coast;Pinot Noir;Inception;86
US;;86;30.0;California;Rockpile;Sonoma;Petite Sirah;Miro;89
US;Fermata;86;43.0;California;Monterey;Central Coast;Chardonnay;Wrath;86
Italy;;86;14.0;Veneto;Valpolicella Superiore;;Corvina, Rondinella, Molinara;Zenato;92
Australia;Clancy's Shiraz-Cabernet Sauvignon-Merlot;86;17.0;South Australia;Barossa;;Red Blend;Peter Lehmann;87
US;;86;34.0;California;Paso Robles;Central Coast;Cabernet Sauvignon;Pomar Junction;86
Italy;Capitel dei Nicalò;86;20.0;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Tedeschi;94
Italy;Vigneto Rafaèl;86;16.0;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Tommasi;80
Spain;;86;8.0;Northern Spain;Navarra;;Tempranillo;Vega Sindoa;83
France;Gentil Réserve;86;12.0;Alsace;Alsace;;White Blend;Willm;99
US;Old Vines;86;22.0;California;Sonoma County;Sonoma;Zinfandel;St. Francis;86
US;;86;35.0;California;Sonoma County;Sonoma;Cabernet Sauvignon;Simple Math Cellars;87
Chile;Reseve Barrel Select;86;12.0;Cachapoal Valley;;;Carmenère;Santa Ema;84
Australia;Cellar No. 9;86;25.0;Victoria;Rutherglen;;Muscat;Seppeltsfield;97
US;;86;19.0;California;Sonoma County;Sonoma;Chardonnay;Rodney Strong;92
Italy;;86;31.0;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Rubinelli Vajol;82
Italy;;86;;Veneto;Valpolicella Superiore Ripasso;;Corvina, Rondinella, Molinara;San Cassiano;93
Chile;;86;19.0;Leyda Valley;;;Sauvignon Blanc;Amaral;94
US;Bowhaus White Table Wine;86;23.0;Virginia;Virginia;;White Blend;Barrel Oak;96
Italy;Rio Albo;86;16.0;Veneto;Valpolicella;;Corvina, Rondinella, Molinara;Ca' Rugate;98
Chile;Reserva;86;13.0;Casablanca Valley;;;Chardonnay;Caliterra;92
US;;86;20.0;California;Mendocino County;Mendocino/Lake Counties;Pinot Noir;Bonterra;97
Portugal;Cape Roca Fish;86;16.0;Vinho Verde;;;Portuguese White;Casca Wines;83
Spain;;86;8.0;Northern Spain;Campo de Borja;;Red Blend;Don Ramón;80
Portugal;Châo das Rocas;86;12.0;Setubal;;;Portuguese Red;Herdade da Comporta;88
US;;86;40.0;California;Napa Valley;Napa;Sauvignon Blanc;Illumination;83
US;;86;20.0;California;Central Coast;Central Coast;Pinot Noir;Inception;94
US;Josie's Knoll;86;14.0;Virginia;Monticello;;Cabernet Franc;Lovingston;82
France;Réserve;86;20.0;Alsace;Alsace;;Riesling;Lucien Albrecht;89
Italy;Riserva;96;80.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Capanna;84
Italy;Riserva;96;55.0;Tuscany;Vin Santo di Carmignano;;White Blend;Capezzana;93
Italy;Le Due Sorelle Riserva;96;75.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Tenuta La Fuga;90
US;La Masía Don Miguel Vineyard;96;39.0;California;Russian River Valley;Sonoma;Pinot Noir;Marimar Estate;93
Italy;;96;75.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Corte Pavone;84
France;;96;110.0;Burgundy;Corton-Pougets;;Pinot Noir;Louis Jadot;83
US;Meredith Estate;96;57.0;California;Russian River Valley;Sonoma;Pinot Noir;Merry Edwards;80
Italy;Riserva;95;150.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Castello Romitorio;90
US;;95;75.0;California;Rutherford;Napa;Cabernet Sauvignon;Hunnicutt;93
Italy;;95;75.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Castelgiocondo;95
Italy;Il Divasco;95;75.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;La Rasina;85
Italy;Riserva;95;75.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Verbena;82
Italy;Riserva;95;120.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Siro Pacenti;84
Italy;;95;75.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;San Polo;87
Italy;Riserva;95;70.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Donatella Cinelli Colombini;97
US;XIII;95;45.0;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Dunham;89
US;Fe Ciega Vineyard;95;48.0;California;Sta. Rita Hills;Central Coast;Pinot Noir;Longoria;86
Italy;;95;50.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;La Gerla;98
Italy;Riserva;95;70.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;PianCornello;96
Italy;;95;60.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Padelletti;90
Italy;Poggio all'Oro Riserva;95;150.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Castello Banfi;99
France;Clos de la Barre Premier Cru;95;68.0;Burgundy;Volnay;;Pinot Noir;Louis Jadot;81
Italy;;95;47.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;La Mannella;82
Italy;Rennina;95;175.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Pieve Santa Restituta;97
Italy;Val di Suga;95;61.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Tenimenti Angelini;84
US;Bone Ash Vineyard;95;80.0;California;Napa Valley;Napa;Cabernet Sauvignon;Venge;80
US;Flax Vineyard;95;54.0;California;Russian River Valley;Sonoma;Pinot Noir;Merry Edwards;96
Italy;Riserva Gemini;95;135.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;La Serena;94
Italy;Riserva;95;65.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Poggio Nardone;82
Italy;;86;;Veneto;Valpolicella Superiore;;Corvina, Rondinella, Molinara;Le Guaite;98
Chile;Garuma Vineyard;86;18.0;Leyda Valley;;;Sauvignon Blanc;Leyda;85
Chile;Edición Limitada;86;22.0;Maipo Valley;;;Carmenère;Morandé;92
France;Réserve;86;24.0;Alsace;Alsace;;Gewürztraminer;Gustave Lorentz;94
France;;86;15.0;Rhône Valley;Côtes du Rhône;;Rhône-style Red Blend;Domaine du Bois de Saint-Jean;89
France;L'Andéol Rasteau;86;25.0;Rhône Valley;Côtes du Rhône Villages;;Rhône-style Red Blend;Perrin & Fils;85
US;Persephone Vineyard;86;32.0;California;Napa Valley;Napa;Syrah;Peju;90
US;;86;35.0;California;Paso Robles;Central Coast;Syrah;Star Angel by Montes;92
Italy;Vigneto I Pipioni;86;;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Savoia;85
Chile;1865 Single Vineyard;86;19.0;Maipo Valley;;;Cabernet Sauvignon;San Pedro;82
Chile;Reserva;86;13.0;Maule Valley;;;Carmenère;TerraNoble;98
Italy;Corte Majoli;86;16.0;Veneto;Valpolicella Superiore Ripasso;;Corvina, Rondinella, Molinara;Tezza;88
US;;86;14.0;Colorado;Grand Valley;;Riesling;Two Rivers;97
Italy;Il Tabarro;86;;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Valentina Cubi;84
Italy;Bonacosta;86;17.0;Veneto;Valpolicella Classico;;Corvina, Rondinella, Molinara;Masi;92
US;Spirit Hawk;86;15.0;California;California;California Other;Cabernet Sauvignon;Lander-Jenkins;89
Italy;;86;35.0;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;L'Arco;86
Australia;Flying Piano Hand Select;86;11.0;Australia Other;South Eastern Australia;;Chardonnay;Ozwell Vintners;97
Portugal;Quinta de Cidrô;86;20.0;Duriense;;;Sauvignon Blanc;Real Companhia Velha;80
France;Côte de Rouffach;86;;Alsace;Alsace;;Pinot Noir;Rieflé;88
Chile;Reserva;86;13.0;Casablanca Valley;;;Sauvignon Blanc;Caliterra;84
Italy;;86;;Veneto;Valpolicella Ripasso;;Corvina, Rondinella, Molinara;Cent'Anni;90
US;Late Harvest;86;15.0;New York;Finger Lakes;Finger Lakes;Riesling;Chateau Lafayette Reneau;84
US;Indian Wells;86;18.0;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Chateau Ste. Michelle;91
Spain;;86;28.0;Northern Spain;Toro;;Tinta de Toro;Elias Mora;87
US;;86;25.0;California;Napa Valley;Napa;Pinot Noir;Beringer;80
US;Rock Lake;86;15.0;Washington;Columbia Valley (WA);Columbia Valley;Red Blend;Kamiak;81
US;Bien Nacido Vineyard;86;42.0;California;Santa Barbara County;Central Coast;Syrah;Jaffurs;84
Italy;Vigneto Calandra di Romagnano;86;;Veneto;Valpolicella Valpantena Superiore;;Corvina, Rondinella, Molinara;Zecchini;95
France;Les Petits Monts Premier Cru;95;115.0;Burgundy;Vosne-Romanée;;Pinot Noir;Louis Jadot;83
US;;95;75.0;California;Oakville;Napa;Cabernet Sauvignon;Hunnicutt;98
France;Les Folatières Premier Cru;95;215.0;Burgundy;Puligny-Montrachet;;Chardonnay;Domaine Leflaive;96
Italy;;95;50.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Casanova di Neri;82
Italy;;95;70.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Podere Brizio;85
US;Lewis Vineyard;94;75.0;Washington;Columbia Valley (WA);Columbia Valley;Syrah;Dunham;89
US;Diopside;94;40.0;California;Sta. Rita Hills;Central Coast;Pinot Noir;Coghlan;81
Italy;Saffredi;94;126.0;Tuscany;Maremma;;Red Blend;Fattoria Le Pupille;97
France;Les Pucelles Premier Cru;94;260.0;Burgundy;Puligny-Montrachet;;Chardonnay;Domaine Leflaive;81
France;Sous le Dos d'Ane Premier Cru;94;155.0;Burgundy;Meursault;;Chardonnay;Domaine Leflaive;100
US;Amber Ridge;94;55.0;California;Russian River Valley;Sonoma;Pinot Noir;Armanino Family Cellars;99
Italy;Riserva;94;92.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Fornacina;98
US;Maximus;94;35.0;California;Napa Valley;Napa;Red Blend;Bennett Lane;81
Italy;;94;55.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Caprili;93
Italy;Riserva;94;120.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Castelgiocondo;86
France;Petite Chapelle Premier Cru;94;85.0;Burgundy;Gevrey-Chambertin;;Pinot Noir;Louis Jadot;85
Italy;Selezione Massimo;94;100.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Villa Le Prata;83
Italy;;94;90.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Tenuta di Sesta;100
Italy;;94;65.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Tenuta La Fuga;87
US;Alexander;94;125.0;California;Napa Valley;Napa;Cabernet Sauvignon;Volker Eisele Family Estate;94
Italy;Riserva;94;75.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Gianni Brunelli;80
US;;94;75.0;California;Stags Leap District;Napa;Cabernet Sauvignon;Clos du Val;82
Italy;;94;63.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Col d'Orcia;100
Italy;;94;65.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Castello Romitorio;82
Italy;Assunto Riserva;94;85.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Bellaria;95
Italy;;94;50.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;La Magia;99
Italy;;94;42.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;La Velona;88
Italy;;94;45.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Pietranera;89
Chile;Reserve Barrel Select;86;12.0;Cachapoal Valley;;;Syrah;Santa Ema;92
Chile;Castillo de Molina;86;11.0;Maule Valley;;;Carmenère;San Pedro;99
US;;86;16.0;California;Napa Valley;Napa;Chardonnay;Beringer;99
France;Vignoble de Katzenheim;86;;Alsace;Alsace;;Riesling;Audrey et Christine Binner;97
Italy;;86;;Veneto;Valpolicella Classico Superiore Ripasso;;Corvina, Rondinella, Molinara;Antolini;97
Portugal;Loios;86;10.0;Alentejano;;;Portuguese Red;J. Portugal Ramos;87
Spain;;86;16.0;Northern Spain;Rioja;;Tempranillo;Hazaña;81
US;;86;14.0;California;Dry Creek Valley;Sonoma;Sauvignon Blanc;Lake Sonoma;100
Italy;;86;22.0;Veneto;Valpolicella Classico;;Corvina, Rondinella, Molinara;Marchesi Fumanelli;100
Italy;;86;18.0;Veneto;Valpolicella Classico;;Corvina, Rondinella, Molinara;Marchesi Fumanelli;91
France;;86;13.0;Alsace;Alsace;;Pinot Blanc;Dopff & Irion;98
Spain;;86;17.0;Northern Spain;Campo de Borja;;Tempranillo;El Pensador;93
Chile;Eco Balance;86;9.0;Colchagua Valley;;;Carmenère;Emiliana;87
Italy;La Corte del Pozzo;86;;Veneto;Valpolicella Ripasso;;Corvina, Rondinella, Molinara;Gino Fasoli;98
US;;86;20.0;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Gordon Brothers;91
Spain;Peregrino Roble;86;19.0;Northern Spain;Tierra de León;;Prieto Picudo;Gordonzello;98
Italy;Gli Archi;86;;Veneto;Valpolicella Ripasso Classico;;Corvina, Rondinella, Molinara;Corte Campagnola;83
US;;86;14.0;California;Sonoma County;Sonoma;Pinot Noir;Castle Rock;89
Spain;Ursa Maior Crianza;86;10.0;Northern Spain;Rioja;;Tempranillo Blend;Bodegas Ondarre;97
US;;86;29.0;Idaho;;;Syrah;Coiled;97
Italy;La Preosa;86;20.0;Veneto;Valpolicella Classico Superiore Ripasso;;Corvina, Rondinella, Molinara;Carlo Boscaini;89
Italy;;86;;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Tommaso Bussola;100
Chile;Reserva;86;10.0;Colchagua Valley;;;Cabernet Sauvignon;Ventisquero;88
US;;86;50.0;Virginia;Virginia;;Syrah;Tarara;81
France;;86;10.0;Rhône Valley;Côtes du Rhône;;Rhône-style Red Blend;The Rhôning Stones;96
Chile;Urban Maule;86;11.0;Maule Valley;;;Sauvignon Blanc;O. Fournier;90
US;Bien Nacido Vineyard;86;30.0;California;Santa Maria Valley;Central Coast;Syrah;Qupé;89
US;Block Eleven;86;29.0;California;Russian River Valley;Sonoma;Syrah;Mueller;94
Chile;Reserva;86;12.0;Maule Valley;;;Sauvignon Blanc;Palo Alto;80
France;;85;19.0;Alsace;Alsace;;Gewürztraminer;Domaine Zinck;96
US;Scion;94;62.0;California;Alexander Valley;Sonoma;Cabernet Sauvignon;Robert Young;84
US;Reserve;94;40.0;California;Sta. Rita Hills;Central Coast;Pinot Noir;Rusack;90
Italy;Riserva;94;90.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;San Polo;97
Australia;Eligo;94;100.0;South Australia;Barossa;;Shiraz;John Duval Wines;95
Italy;Riserva;94;65.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Mocali;98
Italy;Riserva;94;130.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Cupano;95
France;Les Combettes Premier Cru;94;225.0;Burgundy;Puligny-Montrachet;;Chardonnay;Domaine Leflaive;94
Italy;;94;60.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Citille di Sopra;92
Italy;Tignanello;94;99.0;Tuscany;Toscana;;Red Blend;Marchesi Antinori;85
US;;94;36.0;California;Sonoma Coast;Sonoma;Pinot Noir;Merry Edwards;90
US;Boon Fly's Hill;94;50.0;California;Carneros;Napa-Sonoma;Chardonnay;Kazmer & Blaise;96
Italy;Riserva gli Angeli;94;70.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;La Gerla;84
Italy;;94;79.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Poggio Antico;95
Italy;Madre;94;73.0;Tuscany;Toscana;;Red Blend;Poggio Antico;89
Hungary;Essencia;94;764.0;Tokaji;;;Furmint;Royal Tokaji;85
US;Rancho Ontiveros Vineyards;94;64.0;California;Santa Maria Valley;Central Coast;Pinot Noir;Native 9;83
Italy;Pian Bossolino Riseva;94;85.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Poggio il Castellare;90
Italy;Sugarille;94;190.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Pieve Santa Restituta;99
US;Savoy Vineyard;94;60.0;California;Anderson Valley;Mendocino/Lake Counties;Pinot Noir;Chronicle;97
Italy;Poggio alle Mura;94;82.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Castello Banfi;93
US;Primo's Hill;94;50.0;California;Carneros;Napa-Sonoma;Pinot Noir;Kazmer & Blaise;86
Italy;;94;49.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;La Fortuna;87
Italy;;94;72.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Uccelliera;82
Italy;Vigna Spuntali Val di Suga;94;106.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Tenimenti Angelini;96
Italy;Riserva;94;75.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Tenuta Vitanza;98
Italy;Le Lucére Riserva;94;110.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;San Filippo di Giannelli;92
US;Dutton Palms Vineyard Dutton Ranch;94;40.0;California;Russian River Valley;Sonoma;Chardonnay;Dutton Estate;91
Italy;Molino della Suga;94;;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Bonacchi;95
Italy;Il Mio Brunello Riserva;94;150.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Il Poggiolo E. Cosimi;90
France;Crustaces;85;;Alsace;Alsace;;Silvaner;Dopff & Irion;89
Spain;Blanco Joven;85;10.0;Northern Spain;Rioja;;White Blend;Covila;83
Italy;;85;60.0;Veneto;Amarone della Valpolicella;;Corvina, Rondinella, Molinara;Fattoria Garbole;90
US;;85;20.0;California;Bennett Valley;Sonoma;Merlot;Chateau Meroux;93
Chile;Xplorador;85;8.0;Central Valley;;;Chardonnay;Concha y Toro;93
Chile;Reserva;85;11.0;Curicó Valley;;;Merlot;Echeverria;87
US;Reserve;85;26.0;Virginia;Virginia;;Viognier;Barrel Oak;86
Italy;Ca' Camparsi;85;;Veneto;Valpolicella Classico Superiore;;Corvina, Rondinella, Molinara;Bonazzi Dario e Fabio;81
US;Double Decker Red;85;10.0;California;California;California Other;Red Blend;Tamás Estates;85
Chile;;85;11.0;Central Valley;;;Sauvignon Blanc;oops;97
US;Riesling-Vidal Blanc;85;17.0;Virginia;Virginia;;White Blend;Veramar;83
Italy;I Lasi;85;;Veneto;Valpolicella Superiore Ripasso;;Corvina, Rondinella, Molinara;Villa Canestrari;94
